,scaled_input_age,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_length_of_stay,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_class,origin_input_age,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_length_of_stay,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_class,scaled_ae_age,scaled_ae_priors_count,scaled_ae_days_b_screening_arrest,scaled_ae_length_of_stay,scaled_ae_age_cat,scaled_ae_sex,scaled_ae_race,scaled_ae_c_charge_degree,scaled_ae_is_recid,scaled_ae_is_violent_recid,scaled_ae_two_year_recid,origin_ae_age,origin_ae_priors_count,origin_ae_days_b_screening_arrest,origin_ae_length_of_stay,origin_ae_age_cat,origin_ae_sex,origin_ae_race,origin_ae_c_charge_degree,origin_ae_is_recid,origin_ae_is_violent_recid,origin_ae_two_year_recid,running_time,Success?,ground_truth,prediction
0,0.11538461538461539,0.10526315789473684,0.000946073793755913,0.04130162703379224,25 - 45,Male,African-American,F,0,0,0,Medium-Low,27.0,4.0,1.0,33.0,25 - 45,Male,African-American,F,0,0,0,Medium-Low,0.09960858,0.14034927,0.0014530033,0.0587238,25 - 45,Male,African-American,F,0,0,0,25.76947,5.333272,1.5358244,46.920315,25 - 45,Male,African-American,F,0,0,0,0.4756779670715332,Y,High,Medium-Low
0,0.19230769230769232,0.02631578947368421,0.000946073793755913,0.0,25 - 45,Male,Hispanic,F,0,0,0,Medium-Low,33.0,1.0,1.0,0.0,25 - 45,Male,Hispanic,F,0,0,0,Medium-Low,0.00113222,0.46786374,0.018209789,0.24922666,25 - 45,Male,Hispanic,F,0,0,0,18.088314,17.778822,19.247747,199.1321,25 - 45,Male,Hispanic,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.11538461538461539,0.10526315789473684,0.28382213812677387,0.0,25 - 45,Male,African-American,M,1,0,1,High,27.0,4.0,300.0,0.0,25 - 45,Male,African-American,M,1,0,1,High,0.11557669,0.10467425,0.28374928,0.0,25 - 45,Male,African-American,M,1,0,1,27.014982,3.9776216,299.923,0.0,25 - 45,Male,African-American,M,1,0,1,0.4756779670715332,N,High,High
0,0.10256410256410256,0.05263157894736842,0.000946073793755913,0.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,26.0,2.0,1.0,0.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,0.0,0.4014762,0.025701858,0.20647314,25 - 45,Male,Caucasian,F,0,0,0,18.0,15.256096,27.166864,164.97205,25 - 45,Male,Caucasian,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.20512820512820515,0.05263157894736842,0.0,0.0012515644555694619,25 - 45,Male,Hispanic,M,1,0,1,Medium-Low,34.0,2.0,0.0,1.0,25 - 45,Male,Hispanic,M,1,0,1,Medium-Low,0.13427603,0.22470796,0.013959419,0.106599726,25 - 45,Male,Hispanic,M,1,0,1,28.47353,8.538902,14.755106,85.17318,25 - 45,Male,Hispanic,M,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.3205128205128205,0.10526315789473684,0.0,0.0025031289111389237,25 - 45,Male,Caucasian,F,1,1,1,Medium-Low,42.99999999999999,4.0,0.0,2.0,25 - 45,Male,Caucasian,F,1,1,1,Medium-Low,0.21916127,0.28882158,0.014712986,0.13465859,25 - 45,Male,Caucasian,F,1,1,1,35.094578,10.97522,15.551626,107.59222,25 - 45,Male,Caucasian,F,1,1,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.24358974358974358,0.10526315789473684,0.0,0.0,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,37.0,4.0,0.0,0.0,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,0.74294615,0.053053234,0.36966297,25 - 45,Male,Caucasian,M,0,0,0,18.0,28.231953,56.077267,295.36072,25 - 45,Male,Caucasian,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.15384615384615383,0.0,0.000946073793755913,0.0,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,30.0,0.0,1.0,0.0,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,1.0,0.1408306,0.71559733,25 - 45,Male,Caucasian,M,0,0,0,18.0,38.0,148.85796,571.76227,25 - 45,Male,Caucasian,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.4487179487179488,0.21052631578947367,0.000946073793755913,0.006257822277847309,Greater than 45,Male,African-American,F,1,0,1,Medium-Low,53.00000000000001,8.0,1.0,5.0,Greater than 45,Male,African-American,F,1,0,1,Medium-Low,0.41575775,0.296778,0.008912748,0.06512681,Greater than 45,Male,African-American,F,1,0,1,50.429104,11.277564,9.420774,52.03632,Greater than 45,Male,African-American,F,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.41025641025641024,0.02631578947368421,0.000946073793755913,0.0012515644555694619,Greater than 45,Male,Caucasian,F,1,0,0,Medium-Low,50.0,1.0,1.0,1.0,Greater than 45,Male,Caucasian,F,1,0,0,Medium-Low,0.0,1.0,0.108895086,0.678583,Greater than 45,Male,Caucasian,F,1,0,0,18.0,38.0,115.102104,542.18787,Greater than 45,Male,Caucasian,F,1,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.08974358974358973,0.0,0.0,0.11264080100125157,25 - 45,Male,African-American,F,1,1,1,High,25.0,0.0,0.0,90.0,25 - 45,Male,African-American,F,1,1,1,High,0.12042798,0.0,0.0,0.08556071,25 - 45,Male,African-American,F,1,1,1,27.393383,0.0,0.0,68.36301,25 - 45,Male,African-American,F,1,1,1,0.4756779670715332,Y,Medium-Low,High
0,0.15384615384615383,0.3684210526315789,0.02554399243140965,0.02753441802252816,25 - 45,Male,African-American,F,1,0,1,High,30.0,14.0,27.0,22.0,25 - 45,Male,African-American,F,1,0,1,High,0.3309645,0.0,0.021478128,0.0,25 - 45,Male,African-American,F,1,0,1,43.81523,0.0,22.702381,0.0,25 - 45,Male,African-American,F,1,0,1,0.4756779670715332,Y,Medium-Low,High
0,0.038461538461538464,0.0,0.000946073793755913,0.0012515644555694619,Less than 25,Male,African-American,F,1,0,1,Medium-Low,21.0,0.0,1.0,1.0,Less than 25,Male,African-American,F,1,0,1,Medium-Low,0.03050893,0.018914398,0.002040367,0.011892799,Less than 25,Male,African-American,F,1,0,1,20.379696,0.71874714,2.156668,9.502347,Less than 25,Male,African-American,F,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.28205128205128205,0.05263157894736842,0.000946073793755913,0.0012515644555694619,25 - 45,Male,Native American,M,0,0,0,Medium-Low,40.0,2.0,1.0,1.0,25 - 45,Male,Native American,M,0,0,0,Medium-Low,0.26855382,0.08449911,0.001151244,0.018229656,25 - 45,Male,Native American,M,0,0,0,38.947197,3.2109663,1.216865,14.5654955,25 - 45,Male,Native American,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.2564102564102564,0.3684210526315789,0.000946073793755913,0.0,25 - 45,Male,African-American,F,0,0,0,High,37.99999999999999,14.0,1.0,0.0,25 - 45,Male,African-American,F,0,0,0,High,0.3581432,0.21591298,0.0,0.0,25 - 45,Male,African-American,F,0,0,0,45.93517,8.204694,0.0,0.0,25 - 45,Male,African-American,F,0,0,0,0.4756779670715332,N,High,High
0,0.11538461538461539,0.3421052631578947,0.0,0.017521902377972465,25 - 45,Male,African-American,F,1,0,1,High,27.0,12.999999999999998,0.0,13.999999999999998,25 - 45,Male,African-American,F,1,0,1,High,0.24898809,0.0,0.0,0.0,25 - 45,Male,African-American,F,1,0,1,37.42107,0.0,0.0,0.0,25 - 45,Male,African-American,F,1,0,1,0.4756779670715332,Y,Medium-Low,High
0,0.1794871794871795,0.0,0.000946073793755913,0.0,25 - 45,Male,Other,F,0,0,0,Medium-Low,32.0,0.0,1.0,0.0,25 - 45,Male,Other,F,0,0,0,Medium-Low,0.0,1.0,0.054933116,0.7948831,25 - 45,Male,Other,F,0,0,0,18.0,38.0,58.064304,635.1116,25 - 45,Male,Other,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.41025641025641024,0.631578947368421,0.0,0.04005006257822278,Greater than 45,Male,African-American,M,1,1,1,High,50.0,24.0,0.0,32.0,Greater than 45,Male,African-American,M,1,1,1,High,0.580869,0.11731577,0.0,0.0,Greater than 45,Male,African-American,M,1,1,1,63.30778,4.457999,0.0,0.0,Greater than 45,Male,African-American,M,1,1,1,0.4756779670715332,N,High,High
0,0.47435897435897434,0.02631578947368421,0.002838221381267739,0.0,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,55.0,1.0,3.0,0.0,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,1.0,0.3632316,1.0,Greater than 45,Male,Native American,M,0,0,0,18.0,38.0,383.9358,799.0,Greater than 45,Male,Native American,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.07692307692307696,0.0,0.000946073793755913,0.0,Less than 25,Male,Caucasian,M,0,0,0,Medium-Low,24.000000000000004,0.0,1.0,0.0,Less than 25,Male,Caucasian,M,0,0,0,Medium-Low,0.0,0.19156797,0.005806361,0.101786405,Less than 25,Male,Caucasian,M,0,0,0,18.0,7.279583,6.1373234,81.32734,Less than 25,Male,Caucasian,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.576923076923077,0.02631578947368421,0.000946073793755913,0.0,Greater than 45,Male,Caucasian,F,0,0,0,Medium-Low,63.0,1.0,1.0,0.0,Greater than 45,Male,Caucasian,F,0,0,0,Medium-Low,0.0,1.0,0.4700084,1.0,Greater than 45,Male,Native American,F,0,0,0,18.0,38.0,496.7989,799.0,Greater than 45,Male,Native American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.19230769230769232,0.02631578947368421,0.000946073793755913,0.1051314142678348,25 - 45,Female,Caucasian,F,0,0,0,Medium-Low,33.0,1.0,1.0,84.0,25 - 45,Female,Caucasian,F,0,0,0,Medium-Low,0.104989596,0.22769706,0.009809311,0.22813728,25 - 45,Female,Caucasian,F,0,0,0,26.18919,8.652489,10.368442,182.2817,25 - 45,Female,Caucasian,F,0,0,0,0.4756779670715332,Y,High,Medium-Low
0,0.051282051282051294,0.10526315789473684,0.0,0.0025031289111389237,Less than 25,Female,African-American,F,1,1,1,High,22.0,4.0,0.0,2.0,Less than 25,Female,African-American,F,1,1,1,High,0.06988938,0.04688109,0.0,0.0,Less than 25,Female,African-American,F,1,1,1,23.451372,1.7814815,0.0,0.0,Less than 25,Female,African-American,F,1,1,1,0.4756779670715332,N,High,High
0,0.5128205128205129,0.07894736842105263,0.003784295175023652,0.0,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,58.00000000000001,3.0,4.0,0.0,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,1.0,0.31688246,1.0,Greater than 45,Male,Native American,M,0,0,0,18.0,38.0,334.94476,799.0,Greater than 45,Male,Native American,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.15384615384615383,0.10526315789473684,0.02554399243140965,0.0012515644555694619,25 - 45,Female,Other,F,1,0,1,Medium-Low,30.0,4.0,27.0,1.0,25 - 45,Female,Other,F,1,0,1,Medium-Low,0.071103565,0.3056724,0.03933558,0.10888366,25 - 45,Female,Other,F,1,0,1,23.546078,11.615551,41.577705,86.99804,25 - 45,Female,Other,F,1,0,1,0.4756779670715332,Y,High,Medium-Low
0,0.1794871794871795,0.10526315789473684,0.0,0.05506883604505632,25 - 45,Male,African-American,F,1,0,1,Medium-Low,32.0,4.0,0.0,44.0,25 - 45,Male,African-American,F,1,0,1,Medium-Low,0.17491303,0.11760335,0.0009774409,0.062074892,25 - 45,Male,African-American,F,1,0,1,31.643217,4.4689274,1.033155,49.59784,25 - 45,Male,African-American,F,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.14102564102564105,0.15789473684210525,0.002838221381267739,0.0,25 - 45,Male,Caucasian,F,1,1,1,Medium-Low,29.000000000000004,6.0,3.0,0.0,25 - 45,Male,Caucasian,F,1,1,1,Medium-Low,0.13702002,0.16547278,0.0033998904,0.0054143216,25 - 45,Male,Caucasian,F,1,1,1,28.687561,6.2879653,3.5936842,4.326043,25 - 45,Male,Caucasian,F,1,1,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.21794871794871792,0.02631578947368421,0.000946073793755913,0.0012515644555694619,25 - 45,Male,African-American,M,0,0,0,Medium-Low,35.0,1.0,1.0,1.0,25 - 45,Male,African-American,M,0,0,0,Medium-Low,0.094477825,0.31097022,0.024123065,0.1602673,25 - 45,Male,African-American,M,0,0,0,25.36927,11.816868,25.49808,128.05357,25 - 45,Male,African-American,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.2692307692307693,0.5789473684210527,0.000946073793755913,0.003754693366708386,25 - 45,Female,African-American,F,1,1,1,High,39.0,22.000000000000004,1.0,3.0,25 - 45,Female,African-American,F,1,1,1,High,1.0,0.0,0.5461172,0.0,Less than 25,Female,Caucasian,M,1,0,1,96.0,0.0,577.24585,0.0,Less than 25,Female,Caucasian,M,1,0,1,0.4756779670715332,N,High,High
0,0.33333333333333337,0.15789473684210525,0.0,0.2428035043804756,25 - 45,Male,African-American,F,1,0,1,High,44.0,6.0,0.0,194.0,25 - 45,Male,African-American,F,1,0,1,High,0.3523749,0.10615808,0.0,0.21319413,25 - 45,Male,African-American,F,1,0,1,45.48524,4.034007,0.0,170.34212,25 - 45,Male,African-American,F,1,0,1,0.4756779670715332,Y,Medium-Low,High
0,0.14102564102564105,0.15789473684210525,0.001892147587511826,0.08385481852315395,25 - 45,Female,Caucasian,F,1,0,1,High,29.000000000000004,6.0,2.0,67.0,25 - 45,Female,Caucasian,F,1,0,1,High,0.14121446,0.15749289,0.0018501522,0.08361095,25 - 45,Female,Caucasian,F,1,0,1,29.014727,5.98473,1.9556109,66.80515,25 - 45,Female,Caucasian,F,1,0,1,0.4756779670715332,N,High,High
0,0.19230769230769232,0.0,0.000946073793755913,0.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,33.0,0.0,1.0,0.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,0.0,0.8294171,0.08684201,0.5090251,25 - 45,Male,Caucasian,F,0,0,0,18.0,31.51785,91.792,406.71106,25 - 45,Male,Caucasian,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.08974358974358973,0.05263157894736842,0.1986754966887417,0.5106382978723404,25 - 45,Female,African-American,F,1,0,1,High,25.0,2.0,210.0,407.99999999999994,25 - 45,Female,African-American,F,1,0,1,High,0.27517536,0.0,0.0,0.0,25 - 45,Female,African-American,F,1,0,1,39.46368,0.0,0.0,0.0,25 - 45,Female,African-American,F,1,0,1,0.4756779670715332,N,High,High
0,0.1794871794871795,0.3684210526315789,0.000946073793755913,0.0012515644555694619,25 - 45,Male,African-American,F,1,0,1,High,32.0,14.0,1.0,1.0,25 - 45,Male,African-American,F,1,0,1,High,0.30851972,0.0,0.0,0.0,25 - 45,Male,African-American,F,1,0,1,42.064537,0.0,0.0,0.0,25 - 45,Male,African-American,F,1,0,1,0.4756779670715332,N,High,High
0,0.28205128205128205,0.0,0.000946073793755913,0.0,25 - 45,Male,Caucasian,M,1,1,1,Medium-Low,40.0,0.0,1.0,0.0,25 - 45,Male,Caucasian,M,1,1,1,Medium-Low,0.11434609,0.37464315,0.07592653,0.24181597,25 - 45,Male,Caucasian,M,1,1,1,26.918993,14.23644,80.25434,193.21095,25 - 45,Male,Caucasian,M,1,1,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.12820512820512822,0.10526315789473684,0.000946073793755913,0.0012515644555694619,25 - 45,Male,African-American,F,0,0,0,Medium-Low,28.0,4.0,1.0,1.0,25 - 45,Male,African-American,F,0,0,0,Medium-Low,0.10502457,0.1572805,0.0021105248,0.027184926,25 - 45,Male,African-American,F,0,0,0,26.191916,5.9766593,2.2308247,21.720757,25 - 45,Male,African-American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.3076923076923077,0.0,0.006622516556291391,0.0025031289111389237,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,42.0,0.0,7.0,2.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,0.0,1.0,0.13936174,0.78327,25 - 45,Male,Caucasian,F,0,0,0,18.0,38.0,147.30536,625.8327,25 - 45,Male,Caucasian,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.10256410256410256,0.15789473684210525,0.000946073793755913,0.003754693366708386,25 - 45,Female,African-American,F,1,1,1,High,26.0,6.0,1.0,3.0,25 - 45,Female,African-American,F,1,1,1,High,0.122155964,0.102831565,0.0,0.0,25 - 45,Female,African-American,F,1,1,1,27.528164,3.9075994,0.0,0.0,25 - 45,Female,African-American,F,1,1,1,0.4756779670715332,Y,Medium-Low,High
0,0.15384615384615383,0.0,0.0,0.0012515644555694619,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,30.0,0.0,0.0,1.0,25 - 45,Male,Caucasian,F,0,0,0,Medium-Low,0.0,0.71597123,0.074147284,0.44065338,25 - 45,Male,Caucasian,F,0,0,0,18.0,27.206907,78.37368,352.08206,25 - 45,Male,Caucasian,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.4487179487179488,0.13157894736842105,0.000946073793755913,0.0012515644555694619,Greater than 45,Female,African-American,F,0,0,0,Medium-Low,53.00000000000001,5.0,1.0,1.0,Greater than 45,Female,African-American,F,0,0,0,Medium-Low,0.37059397,0.34317634,0.012075188,0.11146923,Greater than 45,Female,African-American,F,0,0,0,46.906326,13.040701,12.7634735,89.06392,Greater than 45,Female,African-American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.4871794871794872,0.0,0.0,0.0012515644555694619,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,56.0,0.0,0.0,1.0,Greater than 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,1.0,0.3442503,1.0,Less than 25,Male,Native American,F,0,0,0,18.0,38.0,363.87256,799.0,Less than 25,Male,Native American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.08974358974358973,0.0,0.000946073793755913,0.0,25 - 45,Male,African-American,M,1,0,1,Medium-Low,25.0,0.0,1.0,0.0,25 - 45,Male,African-American,M,1,0,1,Medium-Low,0.010931365,0.21759388,0.03349842,0.1231153,25 - 45,Male,African-American,M,1,0,1,18.852646,8.268567,35.407833,98.369125,25 - 45,Male,African-American,M,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.24358974358974358,0.0,0.000946073793755913,0.0,25 - 45,Male,Caucasian,M,1,0,0,Medium-Low,37.0,0.0,1.0,0.0,25 - 45,Male,Caucasian,M,1,0,0,Medium-Low,0.0,1.0,0.120350264,0.86833197,25 - 45,Male,Caucasian,M,1,0,0,18.0,38.0,127.21023,693.79724,25 - 45,Male,Caucasian,M,1,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.24358974358974358,0.0,0.000946073793755913,0.0012515644555694619,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,37.0,0.0,1.0,1.0,25 - 45,Male,Caucasian,M,0,0,0,Medium-Low,0.0,1.0,0.1774692,1.0,25 - 45,Male,Caucasian,M,0,0,0,18.0,38.0,187.58493,799.0,25 - 45,Male,Caucasian,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.42307692307692313,0.3684210526315789,0.010406811731315042,0.008760951188986232,Greater than 45,Male,African-American,F,0,0,0,Medium-Low,51.0,14.0,10.999999999999998,6.999999999999999,Greater than 45,Male,African-American,F,0,0,0,Medium-Low,0.4041353,0.41025546,0.023052387,0.03855294,Greater than 45,Male,African-American,F,0,0,0,49.522552,15.589707,24.366373,30.803799,Greater than 45,Male,African-American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.20512820512820515,0.07894736842105263,0.000946073793755913,0.0012515644555694619,25 - 45,Male,African-American,F,0,0,0,Medium-Low,34.0,3.0,1.0,1.0,25 - 45,Male,African-American,F,0,0,0,Medium-Low,0.13971084,0.22185186,0.01877959,0.07662779,25 - 45,Male,African-American,F,0,0,0,28.897446,8.43037,19.850027,61.225605,25 - 45,Male,African-American,F,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.10256410256410256,0.0,0.000946073793755913,0.0012515644555694619,25 - 45,Male,Other,M,0,0,0,Medium-Low,26.0,0.0,1.0,1.0,25 - 45,Male,Other,M,0,0,0,Medium-Low,0.0,1.0,0.115612075,0.9528945,25 - 45,Male,Other,M,0,0,0,18.0,38.0,122.201965,761.36273,25 - 45,Male,Other,M,0,0,0,0.4756779670715332,N,Medium-Low,Medium-Low
0,0.20512820512820515,0.3684210526315789,0.000946073793755913,0.003754693366708386,25 - 45,Female,African-American,F,0,0,0,High,34.0,14.0,1.0,3.0,25 - 45,Female,African-American,F,0,0,0,High,0.3387062,0.0,0.010347649,0.0,25 - 45,Female,African-American,F,0,0,0,44.419083,0.0,10.937466,0.0,25 - 45,Female,African-American,F,0,0,0,0.4756779670715332,N,High,High
0,0.28205128205128205,0.5526315789473684,0.000946073793755913,0.0362953692115144,25 - 45,Male,African-American,F,0,0,0,High,40.0,21.0,1.0,29.000000000000004,25 - 45,Male,African-American,F,0,0,0,High,0.490299,0.23951375,0.0,0.0,25 - 45,Male,African-American,F,0,0,0,56.24332,9.101522,0.0,0.0,25 - 45,Male,African-American,F,0,0,0,0.4756779670715332,Y,Medium-Low,High
0,0.14102564102564105,0.07894736842105263,0.05771050141911069,0.04755944931163955,25 - 45,Male,Caucasian,F,1,0,1,Medium-Low,29.000000000000004,3.0,61.0,38.0,25 - 45,Male,Caucasian,F,1,0,1,Medium-Low,0.12830654,0.106725216,0.060633335,0.06538995,25 - 45,Male,Caucasian,F,1,0,1,28.00791,4.055558,64.08943,52.246574,25 - 45,Male,Caucasian,F,1,0,1,0.4756779670715332,N,Medium-Low,Medium-Low
