Dataset,Attack,Model,Metric,Value
diabetes,lowprofool_l_2,svc,eval_Perturbation_Sensitivity,3.2363954
diabetes,lowprofool_l_2,svc,eval_Neighbour_Distance,0.39500102
diabetes,lowprofool_l_2,nn_2,eval_L1,1.4898932
diabetes,lowprofool_l_2,nn_2,eval_L2,0.6015542
diabetes,lowprofool_l_2,nn_2,eval_Linf,0.34692308
diabetes,lowprofool_l_2,nn_2,eval_Sparsity,0.4453125
diabetes,lowprofool_l_2,nn_2,eval_MAD,1.5794289
diabetes,lowprofool_l_2,nn_2,eval_Mahalanobis,0.112813935
diabetes,lowprofool_l_2,nn_2,eval_Perturbation_Sensitivity,3.735099
diabetes,lowprofool_l_2,nn_2,eval_Neighbour_Distance,0.3579895
diabetes,lowprofool_l_inf,lr,eval_L1,1.6170864
diabetes,lowprofool_l_inf,lr,eval_L2,0.74866843
diabetes,lowprofool_l_inf,lr,eval_Linf,0.5067227
diabetes,lowprofool_l_inf,lr,eval_Sparsity,0.5625
diabetes,lowprofool_l_inf,lr,eval_MAD,1.7781255
diabetes,lowprofool_l_inf,lr,eval_Mahalanobis,0.1354101
diabetes,lowprofool_l_inf,lr,eval_Perturbation_Sensitivity,3.0552068
diabetes,lowprofool_l_inf,lr,eval_Neighbour_Distance,0.4406137
diabetes,lowprofool_l_inf,svc,eval_L1,1.3734782
diabetes,lowprofool_l_inf,svc,eval_L2,0.65565383
diabetes,lowprofool_l_inf,svc,eval_Linf,0.45477158
diabetes,lowprofool_l_inf,svc,eval_Sparsity,0.5390625
diabetes,lowprofool_l_inf,svc,eval_MAD,1.5531476
diabetes,lowprofool_l_inf,svc,eval_Mahalanobis,0.108141795
diabetes,lowprofool_l_inf,svc,eval_Perturbation_Sensitivity,3.2363954
diabetes,lowprofool_l_inf,svc,eval_Neighbour_Distance,0.39500102
diabetes,lowprofool_l_inf,nn_2,eval_L1,1.5195721
diabetes,lowprofool_l_inf,nn_2,eval_L2,0.6107376
diabetes,lowprofool_l_inf,nn_2,eval_Linf,0.34740838
diabetes,lowprofool_l_inf,nn_2,eval_Sparsity,0.4453125
diabetes,lowprofool_l_inf,nn_2,eval_MAD,1.6123303
diabetes,lowprofool_l_inf,nn_2,eval_Mahalanobis,0.114649706
diabetes,lowprofool_l_inf,nn_2,eval_Perturbation_Sensitivity,3.7121694
diabetes,lowprofool_l_inf,nn_2,eval_Neighbour_Distance,0.36322293
